pairid,argid,propid_to,propid_from,text_to,text_from,relation,causal_3_cause,causal_3_obstruct,causal_3_else
00320_3#00320_3_9,00320,00320_3,00320_3_9,UN should recognize Palestinian statehood.,UN initiative fosters helpful state-to-state negotiations.,1,0.9987620115280151,5.629293082165532e-05,0.0011817297199741006
00330_5#00330_5_3,00330,00330_5,00330_5_3,Gambling is generally bad for society. It should be severely restricted.,Gambling is addictive.,1,0.07788249850273132,0.002932338509708643,0.9191851615905762
00670_3#00670_3_1,00670,00670_3,00670_3_1,It is right for Governments to restrict freedom of speech.,Speech acts lead to physical acts.,1,0.9532579779624939,0.04320754110813141,0.0035344858188182116
00735_1#00735_1_11,00735,00735_1,00735_1_11,The estate tax should be permanently repealed.,Wealthy Americans owe a special debt captured by estate tax,1,0.9989460110664368,0.00042766862316057086,0.0006263497634790838
00735_1#00735_1_4,00735,00735_1,00735_1_4,The estate tax should be permanently repealed.,Unfair to over-tax individuals for building nest egg,-1,0.9997157454490662,2.30417736020172e-05,0.00026120347320102155
00735_1#00735_1_6,00735,00735_1,00735_1_6,The estate tax should be permanently repealed.,Estate Tax unfairly harms farmers and small businesses,-1,0.9977080821990967,0.00040147360414266586,0.0018903689924627542
00735_1#00735_1_7,00735,00735_1,00735_1_7,The estate tax should be permanently repealed.,US estate tax is large compared to other countries.,-1,0.7616523504257202,0.23597532510757446,0.002372289774939418
00911_5#00911_5_2,00911,00911_5,00911_5_2,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans can be funded by cutting pork,1,0.0026152064092457294,7.406776421703398e-05,0.9973107576370239
00911_5#00911_5_5,00911,00911_5,00911_5_5,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans is not too costly for America,1,0.11523373425006866,0.0008458055672235787,0.883920431137085
00379_2#00379_2_2,00379,00379_2,00379_2_2,Plastic shopping bags should be banned.,"That wouldn""t do anything to help the environment.",-1,0.000938238634262234,2.9465674742823467e-05,0.9990323781967163
00516_7#00516_7_3,00516,00516_7,00516_7_3,Terms for legislators should be limited.,"Founding politicians had other jobs, but now is different.",-1,0.004941236227750778,7.136500698834425e-06,0.9950516819953918
00344_10#00344_10_2,00344,00344_10,00344_10_2,South Ossetia should be independent.,Ossetians have a distinct ethnic identity and history,1,0.8352872133255005,0.013324568048119545,0.15138821303844452
00466_7#00466_7_4,00466,00466_7,00466_7_4,Acts of hate should be criminalized.,Hate crimes terrorize communities and so deserve greater punishment,1,0.8092331290245056,0.0004150930035393685,0.1903517246246338
00655_4#00655_4_5,00655,00655_4,00655_4_5,Advertising should be banned.,"Advertising exploits our deepest fears, sensitivities and yearning.",1,0.9996552467346191,7.474450103472918e-05,0.0002700636978261173
00655_4#00655_4_7,00655,00655_4,00655_4_7,Advertising should be banned.,Many adverts are not justifiable on moral basis.,1,0.2873562276363373,0.00025172159075737,0.7123920321464539
00728_6#00728_6_2,00728,00728_6,00728_6_2,The US Congress should adopt financial reform legislation.,New reforms make regulations equally complex and vulnerable.,-1,0.9418563842773438,0.00011347613326506689,0.058030083775520325
00728_6#00728_6_6,00728,00728_6,00728_6_6,The US Congress should adopt financial reform legislation.,Financial reform bill is essential to restoring US credibility,1,0.0915415808558464,3.469261355348863e-05,0.9084237217903137
00728_6#00728_6_8,00728,00728_6,00728_6_8,The US Congress should adopt financial reform legislation.,Goldman Sachs fraud case highlighted need for financial reform,1,0.9994949102401733,6.531229155370966e-05,0.0004397915618028492
00923_5#00923_5_5,00923,00923_5,00923_5_5,Gambling is generally bad for society. It should be severely restricted.,Gambling is addictive.,1,0.07788249850273132,0.002932338509708643,0.9191851615905762
01122_5#01122_5_1,01122,01122_5,01122_5_1,In some cases juveniles should be tried as adults.,Juvenile courts and justice are more economical.,-1,0.06593391299247742,0.008783765137195587,0.9252822399139404
00318_2#00318_2_2,00318,00318_2,00318_2_2,Plastic shopping bags should be banned.,"That wouldn""t do anything to help the environment.",-1,0.000938238634262234,2.9465674742823467e-05,0.9990323781967163
00781_6#00781_6_11,00781,00781_6,00781_6_11,Terms should be limited in US Congress.,"Term limits reduce government size, spending, deficits",1,0.05166313424706459,0.0001344706688541919,0.94820237159729
00781_6#00781_6_16,00781,00781_6,00781_6_16,Terms should be limited in US Congress.,"Term limits counter hierarchy, ensure equality, among politicians",1,0.0017616397235542536,1.293435889238026e-05,0.9982253909111023
00781_6#00781_6_17,00781,00781_6,00781_6_17,Terms should be limited in US Congress.,Term limits driven by hatred of politicians/government.,-1,0.9968326687812805,2.779860187729355e-05,0.003139496548101306
00781_6#00781_6_5,00781,00781_6,00781_6_5,Terms should be limited in US Congress.,Term-limited politicians spend time looking for next job,-1,0.0011152552906423807,3.3988297218456864e-05,0.9988508224487305
00781_6#00781_6_7,00781,00781_6,00781_6_7,Terms should be limited in US Congress.,"Power limits, not term limits, are the answer",-1,0.0011114240624010563,7.01809476595372e-05,0.9988184571266174
00485_2#00485_2_5,00485,00485_2,00485_2_5,Wicca should be recognized as a religion.,Wiccans have no structured belief system.,-1,0.05878954380750656,0.93854159116745,0.002668791450560093
00485_2#00485_2_9,00485,00485_2,00485_2_9,Wicca should be recognized as a religion.,Wiccan clergy can perform legal marriages.,1,0.9666605591773987,0.0031479992903769016,0.030191458761692047
00521_1#00521_1_3,00521,00521_1,00521_1_3,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol production damages water quality,-1,0.007588208187371492,0.9918272495269775,0.000584579014685005
00718_2#00718_2_1,00718,00718_2,00718_2_1,This house believes that the Pentagon building should be deconstructed.,No strategic significance.,1,0.7709026336669922,9.59207973210141e-05,0.22900140285491943
00718_2#00718_2_6,00718,00718_2,00718_2_6,This house believes that the Pentagon building should be deconstructed.,Janitor heaven.,-1,0.004918353166431189,3.635302709881216e-05,0.9950453042984009
00755_14#00755_14_7,00755,00755_14,00755_14_7,Turkey should be given membership in the EU.,Membership in other organizations is immaterial.,-1,0.9897477626800537,0.001460580388084054,0.008791651576757431
00987_6#00987_6_1,00987,00987_6,00987_6_1,Ultrasounds should be required before abortions.,Emergency abortions exempted from ultrasound requirement.,1,0.08319848030805588,0.09217078238725662,0.8246307373046875
00987_6#00987_6_2,00987,00987_6,00987_6_2,Ultrasounds should be required before abortions.,Wrong for govt to mandate unnecessary med procedures.,-1,0.12085282802581787,0.8384305238723755,0.04071660712361336
00987_6#00987_6_3,00987,00987_6,00987_6_3,Ultrasounds should be required before abortions.,Ultrasounds can be reassuring to some women.,1,0.01732890121638775,0.015589400194585323,0.9670817255973816
00987_6#00987_6_8,00987,00987_6,00987_6_8,Ultrasounds should be required before abortions.,Forcing ultrasounds on women amounts to punishment.,-1,0.0006406459142453969,4.95829590363428e-05,0.999309778213501
00067_3#00067_3_8,00067,00067_3,00067_3_8,The European Union and the IMF should bail out Greece.,General statements against  Greece bailout,-1,0.9991567134857178,3.553721762727946e-05,0.000807836651802063
00110_4#00110_4_2,00110,00110_4,00110_4_2,US primary elections are sound. They should not be abandoned.,Complicated primary elections create confusion abroad,-1,0.0003659305803012103,3.93283371522557e-05,0.9995947480201721
00163_8#00163_8_2,00163,00163_8,00163_8_2,Nuclear energy is justified and should be expanded.,Nuclear energy pros outweigh cons,1,0.23327967524528503,0.0010535354958847165,0.7656667828559875
00197_7#00197_7_9,00197,00197_7,00197_7_9,Australia should become a republic rather than continue as a constitutional monarchy.,Professor Tony Blackshield,1,0.9886101484298706,0.0022118804045021534,0.009178048931062222
00232_1#00232_1_4,00232,00232_1,00232_1_4,Earmarks are valuable and should not be abolished.,Earmark spending is more targeted and effective,1,0.9593760967254639,0.03083655796945095,0.009787403047084808
00320_5#00320_5_1,00320,00320_5,00320_5_1,UN should recognize Palestinian statehood.,Settlements issue does not justify unilateral UN push.,-1,0.008554060012102127,5.6632965424796566e-05,0.9913893342018127
00410_2#00410_2_2,00410,00410_2,00410_2_2,War should be televised.,The Army would benefit from the funds raised from the war broadcasts.,1,0.0001651755883358419,1.470013739890419e-05,0.9998201727867126
00683_1#00683_1_2,00683,00683_1,00683_1_2,Collective bargaining rights for public unions should exist.,"Collective bargaining is a privilege, not a right",-1,0.006839752197265625,0.00020086542645003647,0.9929593801498413
00683_1#00683_1_7,00683,00683_1,00683_1_7,Collective bargaining rights for public unions should exist.,Collective bargaining is fundamental to freedom of association.,1,0.2703830301761627,0.0002058043028227985,0.7294111251831055
00893_4#00893_4_1,00893,00893_4,00893_4_1,Trans fats should be banned.,Producers sneak trans fats into foods without consumer knowledge.,1,0.993105947971344,0.006456226110458374,0.0004377653240226209
00015_8#00015_8_6,00015,00015_8,00015_8_6,Gay marriage should be legalized.,"Gay marriage is no private matter, but a public issue",-1,0.022348973900079727,0.0014175280230119824,0.9762334227561951
00320_5#00320_5_6,00320,00320_5,00320_5_6,UN should recognize Palestinian statehood.,Palestinians are rightly pursuing nonviolent option at UN.,1,0.002711514476686716,4.742157398140989e-05,0.9972410202026367
00320_5#00320_5_8,00320,00320_5,00320_5_8,UN should recognize Palestinian statehood.,"Arab Spring doesn""t change fact that bilateral solution required.",-1,0.9972053170204163,0.0004074726311955601,0.0023871459998190403
00330_3#00330_3_12,00330,00330_3,00330_3_12,Gambling is generally bad for society. It should be severely restricted.,Psychological benefits of gambling:,-1,0.0002967152395285666,6.340120307868347e-05,0.9996398687362671
00330_3#00330_3_3,00330,00330_3,00330_3_3,Gambling is generally bad for society. It should be severely restricted.,Gambling increases individual efficiency:,-1,0.002194406231865287,0.0020867926068603992,0.995718777179718
00330_3#00330_3_5,00330,00330_3,00330_3_5,Gambling is generally bad for society. It should be severely restricted.,Gambling is irrational and reckless,1,0.0008423623512499034,0.00026502381660975516,0.998892605304718
00429_4#00429_4_1,00429,00429_4,00429_4_1,Ultrasounds should be mandatory before abortions.,Doctor-patient relationship sometimes needs ethical boundaries.,1,0.00012017326662316918,7.137939246604219e-05,0.9998084902763367
00429_4#00429_4_3,00429,00429_4,00429_4_3,Ultrasounds should be mandatory before abortions.,Mandatory ultrasounds force doctors to compromise practice.,-1,0.00021738192299380898,0.00013413485430646688,0.9996484518051147
00429_4#00429_4_4,00429,00429_4,00429_4_4,Ultrasounds should be mandatory before abortions.,Ultrasound mandates hijack doctor-patient relationship.,-1,0.9549756050109863,0.002188762417063117,0.04283568635582924
00699_5#00699_5_3,00699,00699_5,00699_5_3,School students should face mandatory drug-tests.,Random drug tests make the school environment better.,1,0.9967063069343567,0.0003696295025292784,0.002924117725342512
00699_5#00699_5_6,00699,00699_5,00699_5_6,School students should face mandatory drug-tests.,Forced drug testing will only encourage further rebellion.,-1,0.0008904205169528723,1.9684166545630433e-05,0.9990899562835693
00893_2#00893_2_5,00893,00893_2,00893_2_5,Trans fats should be banned.,Govt experts needed to protect citizens from trans fats.,1,0.818688690662384,0.1499655544757843,0.03134575113654137
00893_2#00893_2_9,00893,00893_2,00893_2_9,Trans fats should be banned.,Resources for regulating trans fats take from other things.,-1,0.9983835220336914,0.0006382056162692606,0.0009782856795936823
01122_11#01122_11_2,01122,01122_11,01122_11_2,In some cases juveniles should be tried as adults.,Deterrence for juveniles does not work.,-1,0.06726918369531631,0.9230974912643433,0.009633359499275684
00034_2#00034_2_4,00034,00034_2,00034_2_4,Governments should legalise all drugs.,Individuals have the right to control their bodies and consume drugs,1,0.9847011566162109,0.013615206815302372,0.001683710259385407
00163_2#00163_2_14,00163,00163_2,00163_2_14,Nuclear energy is justified and should be expanded.,Radiation around nuclear plants is well within safe limits,1,0.9981042146682739,0.0007365438505075872,0.0011592989321798086
00163_2#00163_2_6,00163,00163_2,00163_2_6,Nuclear energy is justified and should be expanded.,Burying nuclear waste creates risks for future generations.,-1,0.0006415852694772184,0.9945563077926636,0.004802079405635595
00163_2#00163_2_7,00163,00163_2,00163_2_7,Nuclear energy is justified and should be expanded.,Burying nuclear waste is an environmental and health risk,-1,0.0008852077880874276,0.13225571811199188,0.8668590188026428
00163_4#00163_4_1,00163,00163_4,00163_4_1,Nuclear energy is justified and should be expanded.,Nuclear energy always carries risk of a major disaster,-1,0.03110770881175995,0.5196297764778137,0.44926249980926514
00163_4#00163_4_11,00163,00163_4,00163_4_11,Nuclear energy is justified and should be expanded.,Nuclear energy has caused far fewer deaths than coal,1,0.6111530065536499,0.00026172547950409353,0.38858532905578613
00163_4#00163_4_4,00163,00163_4,00163_4_4,Nuclear energy is justified and should be expanded.,Three Mile Island was actually a nuclear safety success,1,0.0005454232450574636,0.00031448467052541673,0.9991401433944702
00163_4#00163_4_6,00163,00163_4,00163_4_6,Nuclear energy is justified and should be expanded.,Nuclear-powered ships demonstrate safety of nuclear energy,1,0.8812675476074219,0.008717861026525497,0.11001450568437576
00202_1#00202_1_7,00202,00202_1,00202_1_7,Mandatory voting is a good idea.,"Voting is not only a right, but a responsibility.",1,0.00010121641389559954,0.00016379357839468867,0.9997350573539734
00202_8#00202_8_1,00202,00202_8,00202_8_1,Mandatory voting is a good idea.,Mandatory voting compels voters to better educate themselves.,1,0.0007442042115144432,1.218668057845207e-05,0.9992436170578003
00202_8#00202_8_2,00202,00202_8,00202_8_2,Mandatory voting is a good idea.,Mandatory voting makes first-time voters see value in vote,1,0.00037815276300534606,1.3768151802651118e-05,0.9996080994606018
00344_13#00344_13_1,00344,00344_13,00344_13_1,South Ossetia should be independent.,S. Ossetia has a definite territory.,1,0.9192438125610352,0.052365828305482864,0.028390342369675636
00414_6#00414_6_3,00414,00414_6,00414_6_3,Compulsory national service is a good idea.,Military service diverts young from university/career.,-1,0.00043577392352744937,0.0002971864596474916,0.999267041683197
00970_12#00970_12_7,00970,00970_12,00970_12_7,I should go to law school.,"Don""t go to law school just because others do",-1,0.0010196121875196695,1.576738759467844e-05,0.9989646673202515
00970_4#00970_4_18,00970,00970_4,00970_4_18,I should go to law school.,J.D. can be used for nonprofit lawyering,1,0.0137916449457407,2.458738708810415e-05,0.9861837029457092
00970_4#00970_4_21,00970,00970_4,00970_4_21,I should go to law school.,J.D.s can work in industries surrounding lawyers,1,0.0033585382625460625,2.0791640054085292e-05,0.9966206550598145
00970_4#00970_4_8,00970,00970_4,00970_4_8,I should go to law school.,"J.D. enables legislative drafting, analysis, lobbying",1,0.9991523027420044,2.3761771444696933e-05,0.0008240113966166973
00970_4#00970_4_9,00970,00970_4,00970_4_9,I should go to law school.,Law degree can be used for corporate in-house counsel,1,0.0038074213080108166,4.512520172283985e-05,0.9961475133895874
01179_4#01179_4_2,01179,01179_4,01179_4_2,Abortions of any kind should be permitted.,Doctors that perform abortions are often emotionally damaged,-1,0.06563212722539902,0.9270350933074951,0.0073328278958797455
00352_8#00352_8_3,00352,00352_8,00352_8_3,Denial of the Holocaust should be illegal.,Criminalizing holocaust denial opens slippery slope to oppression.,-1,0.8035708069801331,0.00024669754202477634,0.196182519197464
00352_8#00352_8_4,00352,00352_8,00352_8_4,Denial of the Holocaust should be illegal.,Holocaust denial is a unique exception to free speech.,1,0.24349844455718994,0.000988395418971777,0.7555131912231445
00660_4#00660_4_20,00660,00660_4,00660_4_20,The estate tax should be permanently repealed.,Key Democratic Senators supporting repealing the estate tax:,1,0.9882239103317261,0.0009965351782739162,0.010779554024338722
00660_4#00660_4_7,00660,00660_4,00660_4_7,The estate tax should be permanently repealed.,Dems consistently oppose repealing the Estate Tax:,-1,0.038949642330408096,0.0001801516191335395,0.9608701467514038
00889_28#00889_28_2,00889,00889_28,00889_28_2,Tibet should seek and gain independence.,China is exploiting the good intentions of the Middle Way,1,0.9975278973579407,0.00018987443763762712,0.0022821880411356688
00970_11#00970_11_12,00970,00970_11,00970_11_12,I should go to law school.,Law degree empowers individuals to excel in their field,1,0.1163787916302681,6.902412133058533e-05,0.8835521936416626
00970_11#00970_11_14,00970,00970_11,00970_11_14,I should go to law school.,Law schools often exaggerate job/salary prospects.,-1,0.007535870186984539,5.201431122259237e-05,0.9924120306968689
00202_3#00202_3_2,00202,00202_3,00202_3_2,Mandatory voting is a good idea.,Benefits of mandatory voting outweigh costs to freedoms.,1,6.512878462672234e-05,1.2153781426604837e-05,0.9999227523803711
00473_4#00473_4_2,00473,00473_4,00473_4_2,Right to know parentage is good.,Such legal powers make this proposition even more dangerous:,-1,0.00014701683539897203,1.2215370588819496e-05,0.9998408555984497
00516_6#00516_6_14,00516,00516_6,00516_6_14,Terms for legislators should be limited.,Term limits increase power of bureaucrats over reps.,-1,0.4268786311149597,0.0014572858344763517,0.5716640949249268
00516_6#00516_6_16,00516,00516_6,00516_6_16,Terms for legislators should be limited.,Term-limited politicians spend extra to win new offices.,-1,0.004027792252600193,1.809351124393288e-05,0.995954155921936
00576_2#00576_2_9,00576,00576_2,00576_2_9,Internet access is a human right.,"Internet access is no right, but means of entertainment.",-1,0.00046218186616897583,0.00024566001957282424,0.9992921352386475
01179_29#01179_29_2,01179,01179_29,01179_29_2,Abortions of any kind should be permitted.,Abortions are mostly sought when birth control fails,1,0.05551004037261009,0.0699891746044159,0.8745008111000061
00154_3#00154_3_12,00154,00154_3,00154_3_12,Palestinian statehood should be recognized in the United Nations.,Over 120 countries have already recognized Palestine.,1,0.9119907021522522,0.0007217632373794913,0.0872875452041626
00163_1#00163_1_2,00163,00163_1,00163_1_2,Nuclear energy is justified and should be expanded.,Nuclear energy risks being diverted to nuclear weapons development,-1,0.0014274809509515762,0.02830205298960209,0.970270574092865
00285_3#00285_3_5,00285,00285_3,00285_3_5,You should belong to the Democratic rather than Republican party.,Democrats bad at executing their governing agenda,-1,0.003953637555241585,0.00013436445442494005,0.9959119558334351
00437_1#00437_1_2,00437,00437_1,00437_1_2,Upper oceanic heat transport should be utilized.,This would help improve the health of our oceans.,1,0.5849490165710449,0.02255655638873577,0.39249444007873535
00516_4#00516_4_6,00516,00516_4,00516_4_6,Terms for legislators should be limited.,Term-limits are the only way to change Washington.,1,0.0009601266356185079,2.8324169761617668e-05,0.9990115165710449
00517_10#00517_10_4,00517,00517_10,00517_10_4,Assisted suicide should be legalized.,Euthanasia would not deny protections for disabled against murder,1,0.00019421048637013882,1.7451397070544772e-05,0.9997883439064026
00517_10#00517_10_5,00517,00517_10,00517_10_5,Assisted suicide should be legalized.,Government can adequately regulate euthanasia in cases involving disabled,1,0.3977602422237396,0.009509973227977753,0.5927297472953796
00517_10#00517_10_6,00517,00517_10,00517_10_6,Assisted suicide should be legalized.,Evidence suggests that the majority of disabled support euthanasia,1,0.9975981116294861,5.025641803513281e-05,0.0023515871725976467
00718_3#00718_3_5,00718,00718_3,00718_3_5,This house believes that the Pentagon building should be deconstructed.,Nice firework.,1,0.3009662330150604,8.570429781684652e-05,0.6989479660987854
00903_1#00903_1_8,00903,00903_1,00903_1_8,Upper oceanic heat transport should be utilized.,This would help improve the health of our oceans.,1,0.5849490165710449,0.02255655638873577,0.39249444007873535
00472_6#00472_6_2,00472,00472_6,00472_6_2,The legal age for drinking alcohol should be lowered.,Age limits make drinking rebellious and cool.,1,0.052426110953092575,0.000780389818828553,0.9467935562133789
00755_9#00755_9_2,00755,00755_9,00755_9_2,Turkey should be given membership in the EU.,Turkeys government and politics has Islamist elements:,-1,0.9700811505317688,0.005248703993856907,0.024670224636793137
01179_1#01179_1_3,01179,01179_1,01179_1_3,Abortions of any kind should be permitted.,Abortion fails to liberate women as intended,-1,0.11101164668798447,0.8874645829200745,0.0015238197520375252
00270_1#00270_1_1,00270,00270_1,00270_1_1,Corps should be able to spend without limit in elections.,Citizens United case threatens elected institutions.,-1,0.9971417784690857,8.177020208677277e-05,0.002776367822661996
00270_1#00270_1_4,00270,00270_1,00270_1_4,Corps should be able to spend without limit in elections.,Corporations already influence elections through PACs,1,0.9953664541244507,8.366251131519675e-05,0.004549912642687559
00429_5#00429_5_3,00429,00429_5,00429_5_3,Ultrasounds should be mandatory before abortions.,Ultrasounds help women make informed decisions on abortion,1,0.11025931686162949,0.042143017053604126,0.8475976586341858
00477_1#00477_1_7,00477,00477_1,00477_1_7,Social security should be privatized.,Privatization does not address long-term funding challenges.,-1,0.01540082972496748,7.287207699846476e-05,0.9845262765884399
00753_6#00753_6_1,00753,00753_6,00753_6_1,English should be US official language.,English-only policies increase non-native dropout rates,-1,0.3546716570854187,0.001342677278444171,0.6439856290817261
00753_6#00753_6_8,00753,00753_6,00753_6_8,English should be US official language.,English-only in schools disadvantages non-native students,-1,0.0005838850629515946,0.0001795472198864445,0.9992365837097168
00860_4#00860_4_3,00860,00860_4,00860_4_3,The US should arm Libyan rebels.,Arming Libyan rebels could stir-up hornets nest.,-1,0.9076571464538574,0.0001192200870718807,0.09222359955310822
00860_4#00860_4_7,00860,00860_4,00860_4_7,The US should arm Libyan rebels.,West has staked credibility on success of Libyan rebels.,1,0.17268580198287964,6.14341624896042e-05,0.8272526860237122
00860_4#00860_4_8,00860,00860_4,00860_4_8,The US should arm Libyan rebels.,Arming rebels requires training them (greater involvement).,-1,0.9988768696784973,0.00037346468889154494,0.0007497508195228875
00154_5#00154_5_4,00154,00154_5,00154_5_4,Palestinian statehood should be recognized in the United Nations.,Opposing statehood push denies basic Palestinian freedoms.,1,0.9941267967224121,0.0013894045259803534,0.004483834374696016
00414_1#00414_1_10,00414,00414_1,00414_1_10,Compulsory national service is a good idea.,Compulsory service brings in unqualified and unfit.,-1,0.03772133216261864,0.0007683478761464357,0.961510419845581
00414_1#00414_1_12,00414,00414_1,00414_1_12,Compulsory national service is a good idea.,Unnecessary to train whole nation to prepare for threats.,-1,0.0005169457872398198,0.0005453720223158598,0.9989376664161682
00414_1#00414_1_2,00414,00414_1,00414_1_2,Compulsory national service is a good idea.,No justification for mandatory service where no threat exists.,-1,0.21111293137073517,0.0003179433988407254,0.7885691523551941
00414_1#00414_1_6,00414,00414_1,00414_1_6,Compulsory national service is a good idea.,Compulsory service inefficiently uses training resources,-1,0.056430310010910034,0.9311519265174866,0.012417719699442387
00743_3#00743_3_7,00743,00743_3,00743_3_7,Mandatory voting is a good idea.,Benefits of mandatory voting outweigh costs to freedoms.,1,6.512878462672234e-05,1.2153781426604837e-05,0.9999227523803711
00939_3#00939_3_7,00939,00939_3,00939_3_7,I should go to graduate school.,Many great jobs/careers accessible w/o masters degree,-1,0.9906856417655945,6.51926311547868e-05,0.009249178692698479
00970_9#00970_9_3,00970,00970_9,00970_9_3,I should go to law school.,"Law school teaches people to ""think like lawyers.""",1,0.9874860644340515,9.035248513100669e-05,0.012423550710082054
00970_9#00970_9_8,00970,00970_9,00970_9_8,I should go to law school.,"Law school teaches intersection of biz, govt, society",1,0.998557984828949,9.924324695020914e-05,0.0013427975354716182
01122_6#01122_6_1,01122,01122_6,01122_6_1,In some cases juveniles should be tried as adults.,"Victims suffer, harsh punishment is justified.",1,0.03136323764920235,0.00890138279646635,0.9597353339195251
00312_7#00312_7_2,00312,00312_7,00312_7_2,Corporations should be treated as legal persons with equivalent rights.,US Constitution does not give corporations rights,-1,0.7905197143554688,0.19937144219875336,0.010108866728842258
00312_7#00312_7_3,00312,00312_7,00312_7_3,Corporations should be treated as legal persons with equivalent rights.,Constitutional rights should protect people over corporations,-1,0.003595288610085845,0.0008998234989121556,0.9955049157142639
00660_1#00660_1_10,00660,00660_1,00660_1_10,The estate tax should be permanently repealed.,US estate tax is large compared to other countries.,-1,0.7616523504257202,0.23597532510757446,0.002372289774939418
00660_1#00660_1_3,00660,00660_1,00660_1_3,The estate tax should be permanently repealed.,Unfair to over-tax individuals for building nest egg,-1,0.9997157454490662,2.30417736020172e-05,0.00026120347320102155
00660_1#00660_1_5,00660,00660_1,00660_1_5,The estate tax should be permanently repealed.,Wealthy Americans owe a special debt captured by estate tax,1,0.9989460110664368,0.00042766862316057086,0.0006263497634790838
00660_1#00660_1_8,00660,00660_1,00660_1_8,The estate tax should be permanently repealed.,Estate Tax unfairly harms farmers and small businesses,-1,0.9977080821990967,0.00040147360414266586,0.0018903689924627542
00686_4#00686_4_3,00686,00686_4,00686_4_3,There should be a college football playoffs.,"Opponents of CF playoffs care about money, not academics",1,0.7888416647911072,6.049037256161682e-05,0.211097851395607
00889_8#00889_8_4,00889,00889_8,00889_8_4,Tibet should seek and gain independence.,"China liberated Tibet in 1950 from a feudal, aristocracy.",-1,0.9988892674446106,0.00016010989202186465,0.000950594840105623
01179_10#01179_10_7,01179,01179_10,01179_10_7,Abortions of any kind should be permitted.,Abortion is murder just as infanticide is murder,-1,0.0067821345292031765,0.001295006601139903,0.9919227957725525
00034_1#00034_1_4,00034,00034_1,00034_1_4,Governments should legalise all drugs.,Lower prices due to legalization of drugs will increase consumption,-1,0.9899665117263794,0.008920116350054741,0.0011133527150377631
00466_8#00466_8_1,00466,00466_8,00466_8_1,Acts of hate should be criminalized.,"Hate crime laws don""t violate US first amendment",1,0.5737146139144897,0.0008448658045381308,0.4254405200481415
00750_7#00750_7_1,00750,00750_7,00750_7_1,Governments should require that genetically modified foods be labeled.,GM foods are not comparable to traditional breeding,1,0.9977566599845886,0.00032743363408371806,0.0019159053917974234
00750_7#00750_7_3,00750,00750_7,00750_7_3,Governments should require that genetically modified foods be labeled.,Labels wrongly imply that GM foods are unsafe,-1,0.9988837838172913,9.22245963010937e-05,0.0010239792754873633
00889_15#00889_15_3,00889,00889_15,00889_15_3,Tibet should seek and gain independence.,China is depriving Tibetans of their religious freedoms,1,0.9413725137710571,0.03541947528719902,0.02320805750787258
01074_3#01074_3_4,01074,01074_3,01074_3_4,Colleges should ban fraternities.,"Couple bad apples shouldn""t cause blanket frat ban",-1,0.00020993173529859632,2.3712878828519024e-05,0.9997664093971252
00163_13#00163_13_12,00163,00163_13,00163_13_12,Nuclear energy is justified and should be expanded.,Building nuclear plants requires less capital than dams.,1,0.6501792669296265,0.3397466838359833,0.010074043646454811
00163_13#00163_13_15,00163,00163_13,00163_13_15,Nuclear energy is justified and should be expanded.,Nuclear energy needed to prevent future power outages,1,0.8196660280227661,0.160086527466774,0.020247483626008034
00163_13#00163_13_4,00163,00163_13,00163_13_4,Nuclear energy is justified and should be expanded.,Nuclear energy relies too heavily on subsidies/taxpayers,-1,0.03321242332458496,0.9461758732795715,0.02061173878610134
00163_13#00163_13_8,00163,00163_13,00163_13_8,Nuclear energy is justified and should be expanded.,The nuclear energy industry depends on government subsidies.,-1,0.13297875225543976,0.6865007281303406,0.18052047491073608
00270_10#00270_10_11,00270,00270_10,00270_10_11,Corps should be able to spend without limit in elections.,Corporations do not have rights like individuals,-1,0.9200322031974792,0.0006091235554777086,0.07935862243175507
00344_11#00344_11_6,00344,00344_11,00344_11_6,South Ossetia should be independent.,Kosovo independence was illegitimate so is a bad precedent.,-1,0.004233941901475191,0.003364349016919732,0.9924017190933228
00970_2#00970_2_5,00970,00970_2,00970_2_5,I should go to law school.,Legal work requires sitting at a desk for long hours.,-1,0.10511740297079086,0.0001576399226905778,0.8947249054908752
01077_7#01077_7_8,01077,01077_7,01077_7_8,The United States should drop its sanctions on Cuba.,Sanctions against Cuba only hurt the Cuban public,1,0.007094433065503836,6.515876157209277e-05,0.9928402900695801
00171_2#00171_2_5,00171,00171_2,00171_2_5,The Palestinians do have the right to return.,Plenty of room in Israel for Palestinians to return,1,0.002784872427582741,0.00016977108316496015,0.9970454573631287
00222_1#00222_1_1,00222,00222_1,00222_1_1,The Fairness Doctrine in the United States should be reinstated.,Corporate broadcasters respond to diverse market demands,-1,0.9997949004173279,2.1080953956698067e-05,0.00018399722466710955
00222_1#00222_1_3,00222,00222_1,00222_1_3,The Fairness Doctrine in the United States should be reinstated.,Fairness Doctrine counters corporate control of broadcasting,1,0.9997598528862,0.00014192576054483652,9.825069719227031e-05
00222_1#00222_1_5,00222,00222_1,00222_1_5,The Fairness Doctrine in the United States should be reinstated.,Fairness Doctrine would open costly political battle,-1,0.9860886931419373,0.00019920372869819403,0.01371212862432003
